original_path,original_name,new_name,产品分类,产品系列,产品编码,核心规格,包装类型,日期,版本,渠道,状态,设计图号,客户,备注,file_hash,duplicate_group,thumbnail_path
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-11刀模图/涂附-V字卷-145X75_145-20260123-V1.pdf,涂附-V字卷-145X75_145-20260123-V1.pdf,涂附-V字卷-145X75_145-20260123-V1.pdf,涂附,V字卷,V字卷,145X75_145,刀模图,20260123,V1,其他,进行中,,,,06790771ddcd4337c718ae91dcafea08370dbed61253bed428041d7d1b0d577b,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-11刀模图/涂附-V字卷-135X135_75-20260128-V1.pdf,涂附-V字卷-135X135_75-20260128-V1.pdf,涂附-V字卷-135X135_75-20260128-V1.pdf,涂附,V字卷,V字卷,135X135_75,刀模图,20260128,V1,其他,进行中,,,,2093a0c2e6c4489d67e1e1cfdd5d70bf136f060132423d7d566e70a709e2ba48,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-11刀模图/涂附-刀模图-155X155_110-20250714-V1.pdf,涂附-刀模图-155X155_110-20250714-V1.pdf,涂附-刀模图-155X155_110-20250714-V1.pdf,涂附,刀模图,待补充,155X155_110,刀模图,20250714,V1,其他,进行中,,,,ba29f43c7c6170bf93bbd87b97e372611be56d6752bc12c10b5715a8204df374,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-11刀模图/涂附-V字卷-115X12M-20250714-V1.pdf,涂附-V字卷-115X12M-20250714-V1.pdf,涂附-V字卷-115X12M-20250714-V1.pdf,涂附,V字卷,V字卷,115X12M,刀模图,20250714,V1,其他,进行中,,,,6f8dbf013984db49b0c0600fdb59f6c1b99d077fd6b2332fa01c4bbe0601de0d,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-11刀模图/涂附-BS03-210X140_04X10-10PCS-20250616-V1.pdf,涂附-BS03-210X140_04X10-10PCS-20250616-V1.pdf,涂附-BS03-210X140_04X10-10PCS-20250616-V1.pdf,涂附,BS03,BS03,210X140_04X10,刀模图,20250616,V1,其他,进行中,,,,cbdaf0c2396712ae81ffd0058b76ee9c072a814984239964cba82e2e26388fcd,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-11刀模图/涂附-拉绒片-待补充-20251210-V1.pdf,涂附-拉绒片-待补充-20251210-V1.pdf,涂附-拉绒片-待补充-20251210-V1.pdf,涂附,拉绒片,拉绒片,待补充,刀模图,20251210,V1,其他,进行中,,,,fb73a3aabd6f0b2770469428c9f0b9e0a74a6fcdf2d9a3e4902303486a46fd0a,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B66-150MM,15H-50PCS-20241022-V1.pdf","涂附-拉绒片-B66-150MM,15H-50PCS-20241022-V1.pdf","涂附-拉绒片-B66-150MM,15H-50PCS-20241022-V1.pdf",涂附,拉绒片,拉绒片,15H,彩盒,20241022,V1,独立站,进行中,,,,5de038d14d4c3da8ffc09d3d0dcc4cb8122801520bce8218cd8f21dd37f944a4,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B15-225MM,9H-25PCS-20250715-V1.pdf","涂附-拉绒片-B15-225MM,9H-25PCS-20250715-V1.pdf","涂附-拉绒片-B15-225MM,9H-25PCS-20250715-V1.pdf",涂附,B15,B15,225_9H,彩盒,20250715,V1,其他,进行中,,,,b947602de3527ff5b978f41a7a499e35ffc56b2251c603618e9ed10304a38128,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B25-125MM,8H-50PCS-20250715-V1.pdf","涂附-拉绒片-B25-125MM,8H-50PCS-20250715-V1.pdf","涂附-拉绒片-B25-125MM,8H-50PCS-20250715-V1.pdf",涂附,B25,B25,125_8H,彩盒,20250715,V1,其他,进行中,,,,356edefb6ab93f22c691383de2f243b89ebb60897fc18f1c66d36a46e02e31fd,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B25-150MM,15H-50PCS-20250715-V1.pdf","涂附-拉绒片-B25-150MM,15H-50PCS-20250715-V1.pdf","涂附-拉绒片-B25-150MM,15H-50PCS-20250715-V1.pdf",涂附,B25,B25,150_15H,彩盒,20250715,V1,其他,进行中,,,,115cd9380be9ffa6ebf0ef00f659764e064c253e19010bf3f8c1abceaeb7486f,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B25-125MM,8H-100PCS-20230616-V1.pdf","涂附-拉绒片-B25-125MM,8H-100PCS-20230616-V1.pdf","涂附-拉绒片-B25-125MM,8H-100PCS-20230616-V1.pdf",涂附,B25,B25,15H,彩盒,20230616,V1,其他,进行中,,,,3496f7d562a3379934ccdcd5b279ac2a0947381420335566519db7f2186eef91,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B65-125MM,8H-50PCS-20250715-V1.pdf","涂附-拉绒片-B65-125MM,8H-50PCS-20250715-V1.pdf","涂附-拉绒片-B65-125MM,8H-50PCS-20250715-V1.pdf",涂附,B65,B65,125_8H,彩盒,20250715,V1,其他,进行中,,,,5ed16332059a7cec5e53d30dd8fc4ba29fcad6f338d0f470a9c249550bb17154,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B65-150MM,49H-50PCS-20250715-V1.pdf","涂附-拉绒片-B65-150MM,49H-50PCS-20250715-V1.pdf","涂附-拉绒片-B65-150MM,49H-50PCS-20250715-V1.pdf",涂附,B65,B65,150_49H,彩盒,20250715,V1,其他,进行中,,,,469e2161b720ad4e2922d22436d2f7fcb982584f366b5be990330b33ca920d8b,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B65-225MM,多孔-25PCS-20250715-V1.pdf","涂附-拉绒片-B65-225MM,多孔-25PCS-20250715-V1.pdf","涂附-拉绒片-B65-225MM,多孔-25PCS-20250715-V1.pdf",涂附,B65,B65,25PCS,彩盒,20250715,V1,其他,进行中,,,,81fe2af9726a336f71cc6ae167317b40f56d1e37ce4f95ae9290f59aa45b6320,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B65-50MM,15H-100PCS-20231222-V1.pdf","涂附-拉绒片-B65-50MM,15H-100PCS-20231222-V1.pdf","涂附-拉绒片-B65-50MM,15H-100PCS-20231222-V1.pdf",涂附,B65,B65,15H,彩盒,20231222,V1,其他,进行中,,,,a47e08672949b2fcc1f63d4278130d779d8ecf11d0e0e31c1cbdd0b85736dba0,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-B66-B66-125MM,8H-50PCS-20230918-V1.pdf","涂附-B66-B66-125MM,8H-50PCS-20230918-V1.pdf","涂附-B66-B66-125MM,8H-50PCS-20230918-V1.pdf",涂附,B66,B66,125_8H,标签,20230918,V1,其他,进行中,,,,fac4fc6e54977e5af81df5db17d9ca7418325adff6e0cd2422c392b86f156f89,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-B66-150MM,蝴蝶孔-50PCS-20240910-V1.pdf","涂附-拉绒片-B66-150MM,蝴蝶孔-50PCS-20240910-V1.pdf","涂附-拉绒片-BA88-150MM,蝴蝶孔-50PCS-20240910-V1.pdf",涂附,B66,B66,150,彩盒,20240910,V1,其他,进行中,,,,4db7ded0e195815ad41b82434d5407acc876f1e60507aa02d371dceb061b298b,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-BCG10-BCG10-125MM-50PCS-20240621-V1.pdf,涂附-BCG10-BCG10-125MM-50PCS-20240621-V1.pdf,涂附-BCG10-BCG10-125MM-50PCS-20240621-V1.pdf,涂附,BCG10,BCG10,125,标签,20240621,V1,其他,进行中,,,,f3a1b127e16d614b681dc045192e4c91b86f57e085757c1cb95fde329b198002,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-BCG10-BCG10-150MM-50PCS-20231117-V1.pdf,涂附-BCG10-BCG10-150MM-50PCS-20231117-V1.pdf,涂附-BCG10-BCG10-150MM-50PCS-20231117-V1.pdf,涂附,BCG10,BCG10,150,标签,20231117,V1,其他,进行中,,,,22c97a002716cbad24b75c1ff173245af98858b3575560a7f8f7c2ecd70537d3,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BCG8-150MM-50PCS-20250630-V1.pdf,涂附-拉绒片-BCG8-150MM-50PCS-20250630-V1.pdf,涂附-拉绒片-BCG8-150MM-50PCS-20250630-V1.pdf,涂附,BCG8,BCG8,50PCS,彩盒,20250630,V1,其他,进行中,,,,504d25a64baf22eaa875beab2ee74d7e223ed0b6596a7ce705a92480a4843a70,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-BD8-待补充-20251027-V1.pdf,涂附-BD8-待补充-20251027-V1.pdf,涂附-BD8-待补充-20251027-V1.pdf,涂附,BD8,BD8,待补充,信封包装,20251027,V1,其他,进行中,,,,2623961f7ba9bedf2553b1b014ff90f1094f28cd17f4944d364a3b5819d2d309,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-BD8-210X115_210X115M-20251103-V1.pdf,涂附-BD8-210X115_210X115M-20251103-V1.pdf,涂附-BD8-210X115_210X115M-20251103-V1.pdf,涂附,BD8,BD8,210X115_210X115M,信封包装,20251103,V1,其他,进行中,,,,a010cd874835b6756eee4dcef9cc662492a7078d035e15fb50dd57637b604583,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-BD8-210X115_210X115M-20251111-V1.pdf,涂附-BD8-210X115_210X115M-20251111-V1.pdf,涂附-BD8-210X115_210X115M-20251111-V1.pdf,涂附,BD8,BD8,210X115_210X115M,信封包装,20251111,V1,其他,进行中,,,,8c1ec39fdbd516df2f0570d3e258bed8ae45167f2217e1921d0f0839587ee30d,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BD9-29X35-20250909-V1.pdf,涂附-拉绒片-BD9-29X35-20250909-V1.pdf,涂附-拉绒片-BD9老版-未知-30PCS-20250909-V1.pdf,涂附,BD9,BD9,29X35,彩盒,20250909,V1,其他,进行中,,,,3a153df333bc26919a58175757ebe556c61dc8f303b279735cd7ebeb661a1e2b,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-点修-BD9-老版-20251111-V1.pdf,涂附-点修-BD9-老版-20251111-V1.pdf,涂附-点修-BD9老版-未知-30PCS-20251111-V1.pdf,涂附,BD9,BD9,180X70_20,彩盒,20251111,V1,其他,进行中,,,,33595da8872f5fb4e800b91be2e4cf5651be575ebb31cb2f65f1f3b8e18ba268,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-海绵片-BDL9海绵-150MM,多孔-20PCS-20250617-V1.pdf","涂附-海绵片-BDL9海绵-150MM,多孔-20PCS-20250617-V1.pdf","涂附-海绵片-BDL9海绵-150MM,多孔-20PCS-20250617-V1.pdf",涂附,BDL9,BDL9,150,标签,20250617,V1,其他,进行中,,,,5658016ede619d7b6ee7f969a02c7219f4ee6dda493006ffe5e31c41c933d166,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-150MM,蝴蝶孔-50PCS-20240722-V1.pdf","涂附-拉绒片-150MM,蝴蝶孔-50PCS-20240722-V1.pdf","涂附-拉绒片-150MM,蝴蝶孔-50PCS-20240722-V1.pdf",涂附,BDL9,BDL9,150,标签,20240722,V1,其他,进行中,,,,10b30c7558b00de00c1f11d3c499c0d44cf03d7d2e64ed045a8c5fe8b5603f17,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BDL9-150MM,15H-100PCS-20231222-V1.pdf","涂附-拉绒片-BDL9-150MM,15H-100PCS-20231222-V1.pdf","涂附-拉绒片-BDL9-150MM,15H-100PCS-20231222-V1.pdf",涂附,BDL9,BDL9,15H,彩盒,20231222,V1,其他,进行中,,,,51e877f81ce6a03dfb0bad735f009de6961d21b6c2556a53fa37a42a7e58ad4a,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BDL9-150MM,蝴蝶孔-50PCS-20230613-V1.pdf","涂附-拉绒片-BDL9-150MM,蝴蝶孔-50PCS-20230613-V1.pdf","涂附-拉绒片-BDL9-150MM,蝴蝶孔-50PCS-20230613-V1.pdf",涂附,BDL9,BDL9,50PCS,彩盒,20230613,V1,亚马逊,进行中,,,,3416586167667996185562ccdf6a445615ccc838b164a2a9af48d75da5858b20,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BDL9-150MM，多孔-20250620-V1.pdf,涂附-拉绒片-BDL9-150MM，多孔-20250620-V1.pdf,涂附-拉绒片-BDL9多孔海绵-150MM，多孔-20PCS-20250620-V1.pdf,涂附,BDL9,BDL9,待补充,彩盒,20250620,V1,其他,进行中,,,,467b051aac8d60d70720ae4be6720cf10cb0cdcdc09338c489161f17afa5cdb1,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-海绵片-150MM，多孔-15pcs-20230912-V1.pdf,涂附-海绵片-150MM，多孔-15pcs-20230912-V1.pdf,涂附-海绵片-150MM，多孔-15pcs-20230912-V1.pdf,涂附,BF12,BF12,150,标签,20230912,V1,其他,进行中,,,,d26340dd50346f750b04982c5a3910f9bedfae59504e13f71d80e4701d9de5fb,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BF12-150MM，多孔-15PCS-20230616-V1.pdf,涂附-拉绒片-BF12-150MM，多孔-15PCS-20230616-V1.pdf,涂附-拉绒片-BF12-150MM，多孔-15PCS-20230616-V1.pdf,涂附,BF12,BF12,15PCS,彩盒,20230616,V1,其他,进行中,,,,51d7d152ebff26d3858910b92c527441237e9cccb10f94ffd3fcc6ed46bf7d8b,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BF77PRO-150MM，15H-50PCS-20250617-V1.pdf,涂附-拉绒片-BF77PRO-150MM，15H-50PCS-20250617-V1.pdf,涂附-拉绒片-BF77PRO-150MM，15H-50PCS-20250617-V1.pdf,涂附,BF77PRO,BF77PRO,15H,标签,20250617,V1,其他,进行中,,,,cdf0df68f1aeebcaca5b3acf14479350d6de209be6d2de26477a3c46fb0cfe50,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BF78-150MM，15H-50PCS-20250617-V1.pdf,涂附-拉绒片-BF78-150MM，15H-50PCS-20250617-V1.pdf,涂附-拉绒片-BF78-150MM，15H-50PCS-20250617-V1.pdf,涂附,BF78,BF78,15H,标签,20250617,V1,其他,进行中,,,,3e16ca3c7c6c3feeb7576793be67ac0e8f5a2e9ca8eefc116db191caf97e5e9c,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BF78-150MM，多孔-50PCS-20250715-V1.pdf,涂附-拉绒片-BF78-150MM，多孔-50PCS-20250715-V1.pdf,涂附-拉绒片-BF78-150MM，47H-50PCS-20250715-V1.pdf,涂附,BF78,BF78,50PCS,彩盒,20250715,V1,其他,进行中,,,通用,8230a4d9d2b0ad1e5ce35946f7352d6e4afb82679d52e116a7fd88e774f11c9a,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-无纺布-无纺布-310X240-20251103-V1.pdf,涂附-无纺布-无纺布-310X240-20251103-V1.pdf,涂附-无纺布-无纺布-310X240-20251103-V1.pdf,涂附,无纺布,无纺布,310X240,彩盒,20251103,V1,其他,进行中,,,通用；单混,4d33e5a3cd208305692eaa5b140d0574ff75947e00ef35b0882ac66f884c479c,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-海绵块-BS03_BS04Œ-20250825-V1.pdf,涂附-海绵块-BS03_BS04Œ-20250825-V1.pdf,涂附-海绵块-BS03_BS04Œ-20250825-V1.pdf,涂附,BS03,BS03,待补充,标签,20250825,V1,其他,进行中,,,,80744710c30b3010b89e4fb4b7d1af171969e46dbc5547ab0a50a1b97e58e479,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-拉绒片-待补充-20251222-V1.pdf,涂附-拉绒片-拉绒片-待补充-20251222-V1.pdf,涂附-拉绒片-通用-150MM-15PCS-20251222-V1.pdf,涂附,拉绒片,拉绒片,待补充,彩盒,20251222,V1,其他,进行中,,,,0da4da913ffcf9323b38066122cc8e4fc8a6d4f79c307831584252a85a4385d0,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BT77-150MM，15H-50PCS-20250715-V1.pdf,涂附-拉绒片-BT77-150MM，15H-50PCS-20250715-V1.pdf,涂附-拉绒片-BT77(1000以细)-150MM，15H-50PCS-20250715-V1.pdf,涂附,BT77,BT77,50PCS,彩盒,20250715,V1,其他,进行中,,,,d9174bac9968ced2b7d7deacd338e7ba54640cd4bb03152731134f0ad109fe28,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BT77-150MM，15H-50PCS-20250704-V1.pdf,涂附-拉绒片-BT77-150MM，15H-50PCS-20250704-V1.pdf,涂附-拉绒片-BT77-150MM，15H-50PCS-20250704-V1.pdf,涂附,BT77,BT77,150_15H,标签,20250704,V1,其他,进行中,,,,f3b788766c160599fab68b128ff6abdc19ba0479b26cb6e75b45b3f619c774bb,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-BT77-150MM，15H-50PCS-20250611-V1.pdf,涂附-拉绒片-BT77-150MM，15H-50PCS-20250611-V1.pdf,涂附-拉绒片-BT77-150MM，15H-50PCS-20250611-V1.pdf,涂附,BT77,BT77,150_15H,标签,20250611,V1,其他,进行中,,,高度不够,fc6e2724530cf54db98803fa6ca94ede00315e83e59f7ee7ac25cb86140e2ca7,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒卷-BT77-70mmX12m-20250620-V1.pdf,涂附-拉绒卷-BT77-70mmX12m-20250620-V1.pdf,涂附-卷-BT77-70mmX12m-1PCS-20250620-V1.pdf,涂附,BT77,BT77,70X12,彩盒,20250620,V1,其他,进行中,FPD10032,,,11985d8a27bef78e9e182b9fc3fa762fbda819d9ea56850c12e4bfbf5ff9bd0c,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒条-BT77-70X198_20MM,通用-25PCS-20250715-V1.pdf","涂附-拉绒条-BT77-70X198_20MM,通用-25PCS-20250715-V1.pdf","涂附-条-BT77-70X198_20MM,通用-25PCS-20250715-V1.pdf",涂附,BT77,BT77,70X198-70X420_70X198,彩盒,20250715,V1,其他,进行中,,,,496794c360c158c61201ec9695e5b24d1cbdc399013713402b2bb7667c065135,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-胶条-EMT1-EMT1-20240109-V1.pdf,涂附-胶条-EMT1-EMT1-20240109-V1.pdf,涂附-胶条-EMT1-EMT1-20240109-V1.pdf,涂附,EMT1,EMT1,待补充,彩盒,20240109,V1,其他,进行中,FPD10016,,,5b79d69926dbc593c1f3f50520ccffc1ea6b5e3a0541752274beb988ee95ba12,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-点修-FPD00004-32mm-500PCS-20230613-V1.pdf,涂附-点修-FPD00004-32mm-500PCS-20230613-V1.pdf,涂附-点修-FPD00004-32mm-500PCS-20230613-V1.pdf,涂附,拉绒片,拉绒片,32,彩盒,20230613,V1,其他,进行中,FPD00004,,,9e26aad2de964f5b4c29abc24a145a8d2b821e458f83cfc11732d5987e7574c0,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-b65-125mm,8h-100PCS-20230616-V1.pdf","涂附-拉绒片-b65-125mm,8h-100PCS-20230616-V1.pdf","涂附-拉绒片-B65-125MM,8H-100PCS-20230616-V1.pdf",涂附,F65,F65,8H,彩盒,20230616,V1,其他,进行中,FPD00006,,混装,a22aea0095105c4c2cadd315b6685bce6f14663867fd9c055a61119257a43a03,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-b65-150MM，15H-100PCS-20230616-V1.pdf,涂附-拉绒片-b65-150MM，15H-100PCS-20230616-V1.pdf,涂附-拉绒片-B65-150MM，15H-100PCS-20230616-V1.pdf,涂附,F65,F65,15H,彩盒,20230616,V1,其他,进行中,FPD00007,,混装,c4eef17d68f5db4dba2ce53f373d1db8c332a338ba0430bc73619f5596ea195b,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-砂纸卷-FPD00008-70mmX18M-20230616-V1.pdf,涂附-砂纸卷-FPD00008-70mmX18M-20230616-V1.pdf,涂附-卷-B66-70mmX18M-20230616-V1.pdf,涂附,F15,F15,70X18M,彩盒,20230616,V1,其他,进行中,FPD00008,,,6713d0bfad2a5bd95fb1a8c537ca28a6b91c8ee72b6dba2942455495f6afcf33,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒卷-BDL9-115mmX12M-20230616-V1.pdf,涂附-拉绒卷-BDL9-115mmX12M-20230616-V1.pdf,涂附-卷-BDL9-115mmX12M-20230616-V1.pdf,涂附,F737,F737,115X12M,彩盒,20230616,V1,其他,进行中,FPD00009,,,7e5546088428a692e80e3374a3bfb587b2fe080e593528c2607bca54bc2fe3d8,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-FPD00011-36PCS-36PCS-20230616-V1.pdf,涂附-拉绒片-FPD00011-36PCS-36PCS-20230616-V1.pdf,涂附-条-FPD00011-90PCS-36PCS-20230616-V1.pdf,涂附,拉绒片,拉绒片,36PCS,彩盒,20230616,V1,其他,进行中,FPD00011,,,439125aae69d79841184c10f6932d8f1049101fd5a157092329607fc2f8bf715,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/1-1涂附-拉绒片-彩盒/涂附-拉绒片-FPD00012-42PCS-42PCS-20230616-V1.pdf,涂附-拉绒片-FPD00012-42PCS-42PCS-20230616-V1.pdf,涂附-条-FPD00012-90PCS-42PCS-20230616-V1.pdf,涂附,拉绒片,拉绒片,42PCS,彩盒,20230616,V1,其他,进行中,FPD00012,,,9c1af5ffd5fdd0690348f78612a9fd941ed0734333b7ea44edaa9dcc363ab8a7,,
